Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q4 2013,222712,820,0.38637703
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q4 2013,280799.04,797,0.39449932
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q4 2013,97192.4,3150,0.51385088
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q4 2013,148458.58,2126,0.41028211
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,57164.86,3640,0.52243389
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q4 2013,99885.9,3759,0.3726589
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q4 2013,10510.08,357,0.38858696
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q4 2013,35749.38,1347,0.33006782
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q4 2013,59953.65,1767,0.44768033
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q4 2013,7353.15,141,0.44870566
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q4 2013,17857.3,566,0.36608558
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q4 2013,2980.12,44,0.40011812
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q4 2013,106670.2,3975,0.52338844
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,4902,817,0.69
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q4 2013,7294,1042,0.73142857
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q4 2013,7987,1141,0.66714286
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,2155,431,0.61
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q4 2013,3990,798,0.642
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,12627.4,2546,0.62699368
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q4 2013,816,136,0.54
United States,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q4 2013,11429.25,498,0.38824332
United States,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q4 2013,2034.47,389,0.63288719
United States,Web,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,1284,214,0.54
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q4 2013,129195.25,295,0.49537618
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q4 2013,91738.4,104,0.48883347
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q4 2013,124295.43,245,0.45250441
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q4 2013,75166.73,89,0.50270552
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q4 2013,131620.77,109,0.48738334
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q4 2013,183813.6,278,0.48336358
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q4 2013,80087.26,62,0.52776509
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q4 2013,244874.24,283,0.51345229
United States,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q4 2013,110631.42,1996,0.53158443
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q4 2013,26304.72,312,0.51132724
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q4 2013,37752,220,0.46503497
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q4 2013,23517.54,2260,0.73092424
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q4 2013,39060.31,3133,0.51874422
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q4 2013,21042.34,101,0.61745224
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q4 2013,7728,736,0.75714286
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q4 2013,32370.97,2674,0.34576937
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q4 2013,97785.32,1874,0.32981985
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q4 2013,77141.98,626,0.35437799
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q4 2013,113095.69,1783,0.26880025
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Dome,2013,Q4 2013,324015.4,524,0.35958599
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Peg,2013,Q4 2013,6846.28,3493,0.48979592
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,45461.08,458,0.3426355
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q4 2013,249057.2,917,0.38637703
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q4 2013,10577.57,731,0.53351762
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q4 2013,16500.65,523,0.36608558
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,16408.32,2764,0.6866809
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q4 2013,39477.48,5865,0.64047097
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,1805,361,0.61
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q4 2013,10565,2113,0.608
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q4 2013,8125,1625,0.642
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,5570,1114,0.63
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q4 2013,3126,521,0.54
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q4 2013,15025.9,962,0.42379491
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q4 2013,13898.5,722,0.27064935
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,1914,319,0.54
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q4 2013,24468.68,2006,0.35069975
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q4 2013,99349.81,1862,0.34459724
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q4 2013,140975.12,1144,0.35437799
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q4 2013,95652.44,1508,0.26880025
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q4 2013,188443.26,1307,0.4798169
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q4 2013,68563.82,5926,0.43820225
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2013,Q4 2013,102027.75,165,0.35958599
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2013,Q4 2013,523135.6,740,0.35779557
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2013,Q4 2013,59895.52,74,0.39461249
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q4 2013,158255.91,1849,0.29898353
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2013,Q4 2013,293309.66,2066,0.39423748
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q4 2013,285471.2,2508,0.53832331
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,53093.58,551,0.3311988
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q4 2013,143046.18,1959,0.2810189
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q4 2013,109726.4,404,0.38637703
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q4 2013,295244.16,838,0.39449932
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q4 2013,178495.92,408,0.45397609
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q4 2013,35695.6,1165,0.51044386
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q4 2013,234279.65,3355,0.41028211
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,40654.65,2563,0.52717586
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2013,Q4 2013,26231.04,891,0.38858696
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2013,Q4 2013,49386.44,911,0.44125979
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2013,Q4 2013,44347.35,1317,0.44347114
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2013,Q4 2013,9739.72,188,0.44505592
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2013,Q4 2013,48827.02,756,0.37091635
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q4 2013,104248.14,3877,0.52433847
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2013,Q4 2013,21592.81,629,0.54498835
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,13297.32,2230,0.68807248
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,1460,292,0.61
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q4 2013,4245,849,0.642
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,4515,903,0.63
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2013,Q4 2013,5100,850,0.54
United States,Web,Outdoors Shop,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q4 2013,6294.75,327,0.27064935
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q4 2013,20551.58,3283,0.53194888
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q4 2013,19845.32,851,0.31689537
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q4 2013,5374.7,1514,0.76056338
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q4 2013,52518.86,4162,0.59504414
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q4 2013,48581.92,60,0.3948366
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q4 2013,101827.7,730,0.38346835
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q4 2013,76019.25,2840,0.41225255
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q4 2013,24844.3,1418,0.51771231
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,1462.72,28,0.0007657
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q4 2013,46075.62,631,0.2810189
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q4 2013,108162.24,307,0.39449932
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q4 2013,30557.52,987,0.51550388
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,14012.88,878,0.53007519
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q4 2013,17754.84,662,0.37844892
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q4 2013,18551.46,699,0.33006782
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q4 2013,46239.1,1366,0.44638109
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q4 2013,1896.44,28,0.40011812
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q4 2013,51475.25,1889,0.5306422
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q4 2013,2758,394,0.66714286
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,4440,888,0.63
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q4 2013,2625,75,0.59885714
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q4 2013,345.18,66,0.63288719
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,876,146,0.54
United States,Sales visit,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q4 2013,53429.9,122,0.49537618
United States,Sales visit,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q4 2013,135637.48,268,0.4511865
United States,Sales visit,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q4 2013,72732,110,0.48336358
United States,Sales visit,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q4 2013,127196.16,147,0.51345229
United States,Sales visit,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q4 2013,54691.98,749,0.61106546
United States,Sales visit,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q4 2013,40974.66,486,0.51132724
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q4 2013,19687.7,3145,0.53194888
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q4 2013,9106.71,757,0.34164589
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q4 2013,37189.44,698,0.34365616
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q4 2013,52865.67,429,0.35437799
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q4 2013,41483.22,654,0.26880025
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q4 2013,67908.78,471,0.4798169
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q4 2013,23741.64,2052,0.43820225
United States,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2013,Q4 2013,192994.62,273,0.35779557
United States,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Peg,2013,Q4 2013,9462.82,4805,0.49222325
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q4 2013,63764.55,745,0.29898353
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2013,Q4 2013,184191.96,1290,0.39769358
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q4 2013,275556.72,1094,0.40447832
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q4 2013,128295.19,1183,0.51544052
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,20646.08,208,0.3426355
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q4 2013,51040.98,699,0.2810189
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q4 2013,105696,300,0.39449932
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q4 2013,69560.91,159,0.45397609
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q4 2013,86938.35,1245,0.41028211
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,14188.44,889,0.53007519
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2013,Q4 2013,8714.24,296,0.38858696
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2013,Q4 2013,23821.6,440,0.44052457
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2013,Q4 2013,26096.5,779,0.44059701
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2013,Q4 2013,3782.14,74,0.43748777
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2013,Q4 2013,20974.84,326,0.36851104
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q4 2013,25785.92,976,0.51589705
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2013,Q4 2013,8067.48,237,0.54112808
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,3675,625,0.68367347
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q4 2013,2436,348,0.66714286
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q4 2013,8704.85,1309,0.63609023
United States,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,1340,268,0.61
United States,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,4140,828,0.63
United States,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2013,Q4 2013,2328,388,0.54
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q4 2013,18959.28,1576,0.34164589
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q4 2013,85001.22,1629,0.32981985
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q4 2013,101171.83,821,0.35437799
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q4 2013,88738.57,1399,0.26880025
China,Web,Warehouse Store,Camping Equipment,Tents,Star Lite,2013,Q4 2013,560833.9,1595,0.28900518
China,Web,Warehouse Store,Camping Equipment,Tents,Star Dome,2013,Q4 2013,135418.65,219,0.35958599
China,Web,Warehouse Store,Camping Equipment,Tents,Star Peg,2013,Q4 2013,7326.48,3738,0.48979592
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,52111.5,525,0.3426355
China,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q4 2013,132269.2,487,0.38637703
China,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q4 2013,13558.39,937,0.53351762
China,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q4 2013,16604.04,537,0.35316947
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,5736,956,0.69
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q4 2013,3191.31,531,0.69550749
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q4 2013,4550,650,0.66714286
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q4 2013,13199.76,1944,0.64359352
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q4 2013,5540,1108,0.608
China,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q4 2013,5148.55,407,0.28853755
China,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q4 2013,5813.5,302,0.27064935
China,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q4 2013,546,91,0.52833333
China,Web,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,1146,191,0.54
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q4 2013,41581.5,3442,0.3444046
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q4 2013,77667.15,3399,0.30284464
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q4 2013,19428.84,5583,0.75574713
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q4 2013,149384.09,2833,0.33681016
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q4 2013,102773.82,834,0.35437799
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q4 2013,94383.84,1488,0.26880025
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q4 2013,139854.6,970,0.4798169
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q4 2013,74953.74,5718,0.44660533
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2013,Q4 2013,284460.58,809,0.28900518
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2013,Q4 2013,182413.25,295,0.35958599
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2013,Q4 2013,458804.06,649,0.35779557
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2013,Q4 2013,191665.92,240,0.38643239
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Peg,2013,Q4 2013,7561.68,3858,0.48979592
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q4 2013,206015.13,2407,0.29898353
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2013,Q4 2013,223674.7,1564,0.39866243
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q4 2013,293943.96,1167,0.40447832
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q4 2013,97315.87,963,0.47998564
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q4 2013,50462.91,2069,0.38499385
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q4 2013,35638,2060,0.51156069
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,34568.5,371,0.31783705
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q4 2013,246920.82,3347,0.28836499
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q4 2013,145306,535,0.38637703
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q4 2013,430535.04,1222,0.39449932
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q4 2013,188558.19,431,0.45397609
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q4 2013,123459.44,1768,0.41028211
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2013,Q4 2013,28393.44,1972,0.53119453
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,44489,2831,0.5227472
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 2,2013,Q4 2013,54803.43,2054,0.3752183
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2013,Q4 2013,12983.04,441,0.38858696
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2013,Q4 2013,46993.52,868,0.44052457
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2013,Q4 2013,29178.7,862,0.44638109
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2013,Q4 2013,9387,180,0.44870566
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q4 2013,15617.25,495,0.36608558
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2013,Q4 2013,44042.6,682,0.37084414
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q4 2013,75490.04,2798,0.52594514
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2013,Q4 2013,26549.08,772,0.5457982
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,10038,1673,0.69
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q4 2013,5763.59,959,0.69550749
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q4 2013,24023.02,3538,0.64359352
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,4120,824,0.61
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q4 2013,2630,526,0.608
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q4 2013,3495,699,0.642
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,5953.5,1215,0.62244898
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2013,Q4 2013,3414,569,0.54
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q4 2013,5338.3,422,0.28853755
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Calamine Relief,2013,Q4 2013,1008,168,0.52833333
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,528,88,0.54
China,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q4 2013,98856.45,1155,0.29898353
China,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q4 2013,149364.84,593,0.40447832
China,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q4 2013,82702.44,684,0.56537921
China,Sales visit,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q4 2013,2645,115,0.60869565
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q1 2014,84069.04,3672,0.30420331
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q1 2014,76822.67,1449,0.34040915
